ORF_ID	ORF	Contig_ID	Contig	Toxin_prediction	Toxin_confidence_level	Signal_peptide	Virulence_prediction	Virulence_confidence_level	ARG	ARG_SNPs	AMR_category	AMR_sub_class	Resistance_mechanism	MGE_prediction	genome_name	newgenome_name	HMM_Name	Score	Significance_evalue	NAME	Alternative_name	Database	Description	clade	color
0000004354	103_167	NA	JAKTML010000006.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024590515.1_ASM2459051v1_genomic	GCA_024590515	K11060_3	53.7	3.4e-15	entB	-	KEGG	probable enterotoxin B	clade_2	#9FC095
0000004355	103_168	NA	JAKTML010000006.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024590515.1_ASM2459051v1_genomic	GCA_024590515	K11063_6	78.9	3.1e-23	tcdAB	-	KEGG	toxin A\/B	clade_2	#9FC095
0000000210	5_22	NA	JAKTMK010000011.1	pathogenic	1: Secreted Toxin	Y	unclassified	3: Potential Secreted Virulence factor	-	-	-	-	-	NA	GCA_024590525.1_ASM2459052v1_genomic	GCA_024590525	K03699_483	274.1	4.2999999999999996e-82	tlyC	-	KEGG	putative hemolysin	clade_2	#9FC095
0000002854	27_372	NA	JAKTMK010000002.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024590525.1_ASM2459052v1_genomic	GCA_024590525	K11063_6	102	3.4e-30	tcdAB	-	KEGG	toxin A\/B	clade_2	#9FC095
0000003031	33_6	NA	JAKTMK010000035.1	pathogenic	1: Secreted Toxin	Y	unclassified	3: Potential Secreted Virulence factor	-	-	-	-	-	NA	GCA_024590525.1_ASM2459052v1_genomic	GCA_024590525	K10816_8	65.6	8.3e-19	hcnC	-	KEGG	hydrogen cyanide synthase HcnC [EC:1.4.99.5]	clade_2	#9FC095
0000003507	40_12	NA	JAKTMK010000041.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024590525.1_ASM2459052v1_genomic	GCA_024590525	K11060_3	50.7	2.8e-14	entB	-	KEGG	probable enterotoxin B	clade_2	#9FC095
0000004575	75_107	NA	JAKTMK010000007.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024590525.1_ASM2459052v1_genomic	GCA_024590525	K11063_6	85	4.5e-25	tcdAB	-	KEGG	toxin A\/B	clade_2	#9FC095
0000004575	75_107	NA	JAKTMK010000007.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024590525.1_ASM2459052v1_genomic	GCA_024590525	K11060_3	53.7	3.4e-15	entB	-	KEGG	probable enterotoxin B	clade_2	#9FC095
0000004576	75_108	NA	JAKTMK010000007.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024590525.1_ASM2459052v1_genomic	GCA_024590525	K11063_6	78.9	3.2000000000000003e-23	tcdAB	-	KEGG	toxin A\/B	clade_2	#9FC095
0000000441	7_34	NA	JAKTMJ010000013.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024590495.1_ASM2459049v1_genomic	GCA_024590495	K11060_3	51.5	1.3e-14	entB	-	KEGG	probable enterotoxin B	clade_2	#9FC095
0000001575	19_501	NA	JAKTMJ010000001.1	pathogenic	1: Secreted Toxin	Y	unclassified	3: Potential Secreted Virulence factor	-	-	-	-	-	NA	GCA_024590495.1_ASM2459049v1_genomic	GCA_024590495	K03699_483	274.1	3.6e-82	tlyC	-	KEGG	putative hemolysin	clade_2	#9FC095
0000001984	27_12	NA	JAKTMJ010000025.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024590495.1_ASM2459049v1_genomic	GCA_024590495	K11063_6	137.5	5.4e-41	tcdAB	-	KEGG	toxin A\/B	clade_2	#9FC095
0000003242	56_16	NA	JAKTMJ010000005.1	pathogenic	1: Secreted Toxin	Y	unclassified	3: Potential Secreted Virulence factor	-	-	-	-	-	NA	GCA_024590495.1_ASM2459049v1_genomic	GCA_024590495	K10816_8	66.3	4.3e-19	hcnC	-	KEGG	hydrogen cyanide synthase HcnC [EC:1.4.99.5]	clade_2	#9FC095
0000003498	58_47	NA	JAKTMJ010000006.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024590495.1_ASM2459049v1_genomic	GCA_024590495	K11063_6	78.9	2.6e-23	tcdAB	-	KEGG	toxin A\/B	clade_2	#9FC095
0000003499	58_48	NA	JAKTMJ010000006.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024590495.1_ASM2459049v1_genomic	GCA_024590495	K11060_3	53.7	2.8e-15	entB	-	KEGG	probable enterotoxin B	clade_2	#9FC095
0000003499	58_48	NA	JAKTMJ010000006.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024590495.1_ASM2459049v1_genomic	GCA_024590495	K11063_6	85	3.7e-25	tcdAB	-	KEGG	toxin A\/B	clade_2	#9FC095
0000000021	1_21	0000000001	c_000000000001	pathogenic	2: Non-secreted Toxin	N	pathogenic	2: Non-secreted Virulence factor	-	-	-	-	-	chromosome	CM07_207_S181	CM07_207	K11068_1278_95_625	199.7	1e-59	hlyIII	-	KEGG	hemolysin III	clade_2	#9FC095
0000000058	1_58	0000000001	c_000000000001	pathogenic	2: Non-secreted Toxin	N	unclassified	4: Potential Non-secreted Virulence factor	-	-	-	-	-	chromosome	CM07_207_S181	CM07_207	PF03372.18	94.7	2.8e-27	Exo_endo_phos	-	PFAM	Endonuclease/Exonuclease/phosphatase family	clade_2	#9FC095
0000000108	1_108	0000000001	c_000000000001	pathogenic	2: Non-secreted Toxin	N	unclassified	4: Potential Non-secreted Virulence factor	-	-	-	-	-	chromosome	CM07_207_S181	CM07_207	PF00903.20	57	6.1e-16	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	clade_2	#9FC095
0000000531	3_101	0000000003	c_000000000003	pathogenic	2: Non-secreted Toxin	N	unclassified	4: Potential Non-secreted Virulence factor	-	-	-	-	-	chromosome	CM07_207_S181	CM07_207	PF02452.12	81.3	1.8e-23	PemK	-	PFAM	PemK-like protein	clade_2	#9FC095
0000000536	3_106	0000000003	c_000000000003	pathogenic	2: Non-secreted Toxin	N	unclassified	4: Potential Non-secreted Virulence factor	-	-	-	-	-	chromosome	CM07_207_S181	CM07_207	PF00717.18	50.6	3.6e-14	Peptidase_S24	-	PFAM	Peptidase S24-like	clade_2	#9FC095
0000000909	5_126	0000000005	c_000000000005	pathogenic	2: Non-secreted Toxin	N	pathogenic	2: Non-secreted Virulence factor	-	-	-	-	-	chromosome	CM07_207_S181	CM07_207	K11068_1278_95_625	173	1.6e-51	hlyIII	-	KEGG	hemolysin III	clade_2	#9FC095
0000001229	8_6	0000000008	c_000000000008	pathogenic	2: Non-secreted Toxin	N	non_pathogenic	-	-	-	-	-	-	chromosome	CM07_207_S181	CM07_207	PF00717.18	55.6	9.9e-16	Peptidase_S24	-	PFAM	Peptidase S24-like	clade_2	#9FC095
0000001602	10_109	0000000010	c_000000000010	pathogenic	2: Non-secreted Toxin	N	non_pathogenic	-	-	-	-	-	-	chromosome	CM07_207_S181	CM07_207	PF00881.19	78.9	1.2e-22	Nitroreductase	-	PFAM	Nitroreductase family	clade_2	#9FC095
0000001656	11_24	0000000011	c_000000000011	pathogenic	2: Non-secreted Toxin	N	non_pathogenic	-	-	-	-	-	-	ambiguous (phage/chromosome)	CM07_207_S181	CM07_207	PF04734.8	53.1	4.2e-15	Ceramidase_alk	-	PFAM	Neutral/alkaline non-lysosomal ceramidase	clade_2	#9FC095
0000001755	11_123	0000000011	c_000000000011	pathogenic	2: Non-secreted Toxin	N	non_pathogenic	-	-	-	-	-	-	ambiguous (phage/chromosome)	CM07_207_S181	CM07_207	PF07927.7	59.4	8.1e-17	YcfA	-	PFAM	YcfA-like protein	clade_2	#9FC095
0000001966	13_80	0000000013	c_000000000013	pathogenic	2: Non-secreted Toxin	N	pathogenic	2: Non-secreted Virulence factor	-	-	-	-	-	chromosome	CM07_207_S181	CM07_207	K03699_483	533.5	8.6e-161	tlyC	-	KEGG	putative hemolysin	clade_2	#9FC095
0000002279	16_54	0000000016	c_000000000016	pathogenic	2: Non-secreted Toxin	N	pathogenic	2: Non-secreted Virulence factor	-	-	-	-	-	chromosome	CM07_207_S181	CM07_207	PF13091.1	97.7	1.3e-28	PLDc_2	-	PFAM	PLD-like domain	clade_2	#9FC095
0000002296	16_71	0000000016	c_000000000016	pathogenic	2: Non-secreted Toxin	N	pathogenic	2: Non-secreted Virulence factor	-	-	-	-	-	chromosome	CM07_207_S181	CM07_207	PF07883.6	69.5	4.3e-20	Cupin_2	-	PFAM	Cupin domain	clade_2	#9FC095
0000002423	18_46	0000000018	c_000000000018	pathogenic	2: Non-secreted Toxin	N	unclassified	4: Potential Non-secreted Virulence factor	-	-	-	-	-	chromosome	CM07_207_S181	CM07_207	PF02742.10	62.1	9.5e-18	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain	clade_2	#9FC095
0000002676	21_52	0000000021	c_000000000021	pathogenic	2: Non-secreted Toxin	N	non_pathogenic	-	-	-	-	-	-	chromosome	CM07_207_S181	CM07_207	PF02452.12	100.7	1.7e-29	PemK	-	PFAM	PemK-like protein	clade_2	#9FC095
0000002707	22_6	0000000022	c_000000000022	pathogenic	2: Non-secreted Toxin	N	unclassified	4: Potential Non-secreted Virulence factor	-	-	-	-	-	chromosome	CM07_207_S181	CM07_207	PF01636.18	52	2.6e-14	APH	-	PFAM	Phosphotransferase enzyme family	clade_2	#9FC095
0000002719	22_18	0000000022	c_000000000022	pathogenic	2: Non-secreted Toxin	N	unclassified	4: Potential Non-secreted Virulence factor	-	-	-	-	-	chromosome	CM07_207_S181	CM07_207	PF13950.1	81.7	8.7e-24	Epimerase_Csub	-	PFAM	UDP-glucose 4-epimerase C-term subunit	clade_2	#9FC095
0000002793	23_17	0000000023	c_000000000023	pathogenic	2: Non-secreted Toxin	N	pathogenic	2: Non-secreted Virulence factor	-	-	-	-	-	chromosome	CM07_207_S181	CM07_207	PF07883.6	62.8	5.1e-18	Cupin_2	-	PFAM	Cupin domain	clade_2	#9FC095
0000002872	24_18	0000000024	c_000000000024	pathogenic	2: Non-secreted Toxin	N	non_pathogenic	-	-	-	-	-	-	chromosome	CM07_207_S181	CM07_207	PF13958.1	120.9	1.3e-35	ToxN_toxin	-	PFAM	Toxin ToxN, type III toxin-antitoxin system	clade_2	#9FC095
0000002994	25_68	0000000025	c_000000000025	pathogenic	2: Non-secreted Toxin	N	non_pathogenic	-	-	-	-	-	-	chromosome	CM07_207_S181	CM07_207	PF00881.19	103.5	3.3e-30	Nitroreductase	-	PFAM	Nitroreductase family	clade_2	#9FC095
0000003088	27_15	0000000027	c_000000000027	pathogenic	2: Non-secreted Toxin	N	unclassified	4: Potential Non-secreted Virulence factor	-	-	-	-	-	chromosome	CM07_207_S181	CM07_207	PF00881.19	114	1.9999999999999998e-33	Nitroreductase	-	PFAM	Nitroreductase family	clade_2	#9FC095
0000003103	27_30	0000000027	c_000000000027	pathogenic	2: Non-secreted Toxin	N	unclassified	4: Potential Non-secreted Virulence factor	-	-	-	-	-	chromosome	CM07_207_S181	CM07_207	PF01636.18	75	2.5e-21	APH	-	PFAM	Phosphotransferase enzyme family	clade_2	#9FC095
0000003223	29_30	0000000029	c_000000000029	pathogenic	2: Non-secreted Toxin	N	unclassified	4: Potential Non-secreted Virulence factor	-	-	-	-	-	chromosome	CM07_207_S181	CM07_207	PF00881.19	84.5	2.2999999999999994e-24	Nitroreductase	-	PFAM	Nitroreductase family	clade_2	#9FC095
0000003287	30_34	0000000030	c_000000000030	pathogenic	2: Non-secreted Toxin	N	non_pathogenic	-	-	-	-	-	-	chromosome	CM07_207_S181	CM07_207	PF04221.7	56.7	5e-16	RelB	-	PFAM	RelB antitoxin	clade_2	#9FC095
0000003344	31_31	0000000031	c_000000000031	pathogenic	2: Non-secreted Toxin	N	non_pathogenic	-	-	-	-	-	-	chromosome	CM07_207_S181	CM07_207	PF13958.1	71.4	2.1e-20	ToxN_toxin	-	PFAM	Toxin ToxN, type III toxin-antitoxin system	clade_2	#9FC095
0000003579	36_10	0000000036	c_000000000036	pathogenic	2: Non-secreted Toxin	N	unclassified	4: Potential Non-secreted Virulence factor	-	-	-	-	-	chromosome	CM07_207_S181	CM07_207	PF00717.18	54.8	1.7e-15	Peptidase_S24	-	PFAM	Peptidase S24-like	clade_2	#9FC095
0000003580	36_11	0000000036	c_000000000036	pathogenic	2: Non-secreted Toxin	N	non_pathogenic	-	-	-	-	-	-	chromosome	CM07_207_S181	CM07_207	PF00717.18	58.8	1e-16	Peptidase_S24	-	PFAM	Peptidase S24-like	clade_2	#9FC095
0000003594	36_25	0000000036	c_000000000036	pathogenic	2: Non-secreted Toxin	N	unclassified	4: Potential Non-secreted Virulence factor	-	-	-	-	-	chromosome	CM07_207_S181	CM07_207	PF00881.19	107.1	2.4999999999999998e-31	Nitroreductase	-	PFAM	Nitroreductase family	clade_2	#9FC095
0000003601	36_32	0000000036	c_000000000036	pathogenic	2: Non-secreted Toxin	N	unclassified	4: Potential Non-secreted Virulence factor	-	-	-	-	-	chromosome	CM07_207_S181	CM07_207	PF05193.16	50.5	6.4e-14	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain	clade_2	#9FC095
0000003601	36_32	0000000036	c_000000000036	pathogenic	2: Non-secreted Toxin	N	unclassified	4: Potential Non-secreted Virulence factor	-	-	-	-	-	chromosome	CM07_207_S181	CM07_207	PF00675.15	63.9	4.4e-18	Peptidase_M16	-	PFAM	Insulinase (Peptidase family M16)	clade_2	#9FC095
0000003602	36_33	0000000036	c_000000000036	pathogenic	2: Non-secreted Toxin	N	non_pathogenic	-	-	-	-	-	-	chromosome	CM07_207_S181	CM07_207	PF05193.16	92.2	9.999999999999999e-27	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain	clade_2	#9FC095
0000003962	44_21	0000000044	c_000000000044	pathogenic	2: Non-secreted Toxin	N	pathogenic	2: Non-secreted Virulence factor	-	-	-	-	-	chromosome	CM07_207_S181	CM07_207	TIGR03605	121.5	6.799999999999999e-36	antibiot_sagB	-	TIGR	SagB-type dehydrogenase domain	clade_2	#9FC095
0000004012	45_30	0000000045	c_000000000045	pathogenic	2: Non-secreted Toxin	N	non_pathogenic	-	-	-	-	-	-	chromosome	CM07_207_S181	CM07_207	PF00881.19	103.9	2.5e-30	Nitroreductase	-	PFAM	Nitroreductase family	clade_2	#9FC095
0000004549	64_6	0000000064	c_000000000064	pathogenic	2: Non-secreted Toxin	N	unclassified	4: Potential Non-secreted Virulence factor	-	-	-	-	-	chromosome	CM07_207_S181	CM07_207	K10815_8	54.4	1.9e-15	hcnB	-	KEGG	hydrogen cyanide synthase HcnB [EC:1.4.99.5]	clade_2	#9FC095
0000004570	65_5	0000000065	c_000000000065	pathogenic	2: Non-secreted Toxin	N	unclassified	4: Potential Non-secreted Virulence factor	-	-	-	-	-	phage	CM07_207_S181	CM07_207	PF13958.1	131.9	5.499999999999999e-39	ToxN_toxin	-	PFAM	Toxin ToxN, type III toxin-antitoxin system	clade_2	#9FC095
0000004673	69_16	0000000069	c_000000000069	pathogenic	2: Non-secreted Toxin	N	unclassified	4: Potential Non-secreted Virulence factor	-	-	-	-	-	phage	CM07_207_S181	CM07_207	PF13958.1	127.6	1.1e-37	ToxN_toxin	-	PFAM	Toxin ToxN, type III toxin-antitoxin system	clade_2	#9FC095
0000004753	74_9	0000000074	c_000000000074	pathogenic	2: Non-secreted Toxin	N	unclassified	4: Potential Non-secreted Virulence factor	-	-	-	-	-	chromosome	CM07_207_S181	CM07_207	PF02452.12	102.3	5.400000000000001e-30	PemK	-	PFAM	PemK-like protein	clade_2	#9FC095
0000004836	80_1	0000000080	c_000000000080	pathogenic	2: Non-secreted Toxin	N	non_pathogenic	-	-	-	-	-	-	chromosome	CM07_207_S181	CM07_207	PF14057.1	642.9	2.3999999999999993e-194	GGGtGRT	-	PFAM	GGGtGRT protein	clade_2	#9FC095
0000004935	92_2	0000000092	c_000000000092	pathogenic	2: Non-secreted Toxin	N	unclassified	4: Potential Non-secreted Virulence factor	-	-	-	-	-	ambiguous (plasmid/phage)	CM07_207_S181	CM07_207	PF13958.1	89.6	5.7e-26	ToxN_toxin	-	PFAM	Toxin ToxN, type III toxin-antitoxin system	clade_2	#9FC095
0000004986	98_2	0000000098	c_000000000098	pathogenic	2: Non-secreted Toxin	N	non_pathogenic	-	-	-	-	-	-	chromosome	CM07_207_S181	CM07_207	PF05105.7	72.8	5.9e-21	Phage_holin_4	-	PFAM	Holin family	clade_2	#9FC095
0000004986	98_2	0000000098	c_000000000098	pathogenic	2: Non-secreted Toxin	N	non_pathogenic	-	-	-	-	-	-	chromosome	CM07_207_S181	CM07_207	TIGR01593	57.1	4.7e-16	holin_tox_secr	-	TIGR	toxin secretion/phage lysis holin	clade_2	#9FC095
0000005015	103_6	0000000103	c_000000000103	pathogenic	2: Non-secreted Toxin	N	non_pathogenic	-	-	-	-	-	-	ambiguous (plasmid/phage)	CM07_207_S181	CM07_207	PF03837.9	108	1.2e-31	RecT	-	PFAM	RecT family	clade_2	#9FC095
0000005041	107_5	0000000107	c_000000000107	pathogenic	2: Non-secreted Toxin	N	unclassified	4: Potential Non-secreted Virulence factor	-	-	-	-	-	ambiguous (plasmid/phage)	CM07_207_S181	CM07_207	PF02452.12	72.6	9.2e-21	PemK	-	PFAM	PemK-like protein	clade_2	#9FC095
0000000109	1_109	0000000001	c_000000000001	pathogenic	2: Non-secreted Toxin	N	non_pathogenic	-	-	-	-	-	-	chromosome	CM07_211_S182	CM07_211	PF00881.19	78.9	1.2e-22	Nitroreductase	-	PFAM	Nitroreductase family	clade_2	#9FC095
0000000343	2_121	0000000002	c_000000000002	pathogenic	2: Non-secreted Toxin	N	unclassified	4: Potential Non-secreted Virulence factor	-	-	-	-	-	chromosome	CM07_211_S182	CM07_211	PF00903.20	57	6.1e-16	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	clade_2	#9FC095
0000000393	2_171	0000000002	c_000000000002	pathogenic	2: Non-secreted Toxin	N	unclassified	4: Potential Non-secreted Virulence factor	-	-	-	-	-	chromosome	CM07_211_S182	CM07_211	PF03372.18	94.7	2.8e-27	Exo_endo_phos	-	PFAM	Endonuclease/Exonuclease/phosphatase family	clade_2	#9FC095
0000000430	2_208	0000000002	c_000000000002	pathogenic	2: Non-secreted Toxin	N	pathogenic	2: Non-secreted Virulence factor	-	-	-	-	-	chromosome	CM07_211_S182	CM07_211	K11068_1278_95_625	199.7	1e-59	hlyIII	-	KEGG	hemolysin III	clade_2	#9FC095
0000000750	4_101	0000000004	c_000000000004	pathogenic	2: Non-secreted Toxin	N	unclassified	4: Potential Non-secreted Virulence factor	-	-	-	-	-	chromosome	CM07_211_S182	CM07_211	PF02452.12	81.3	1.8e-23	PemK	-	PFAM	PemK-like protein	clade_2	#9FC095
0000000755	4_106	0000000004	c_000000000004	pathogenic	2: Non-secreted Toxin	N	unclassified	4: Potential Non-secreted Virulence factor	-	-	-	-	-	chromosome	CM07_211_S182	CM07_211	PF00717.18	50.6	3.6e-14	Peptidase_S24	-	PFAM	Peptidase S24-like	clade_2	#9FC095
0000001041	6_39	0000000006	c_000000000006	pathogenic	2: Non-secreted Toxin	N	pathogenic	2: Non-secreted Virulence factor	-	-	-	-	-	chromosome	CM07_211_S182	CM07_211	K11068_1278_95_625	173	1.5e-51	hlyIII	-	KEGG	hemolysin III	clade_2	#9FC095
0000001574	9_134	0000000009	c_000000000009	pathogenic	2: Non-secreted Toxin	N	non_pathogenic	-	-	-	-	-	-	chromosome	CM07_211_S182	CM07_211	PF00717.18	55.6	9.9e-16	Peptidase_S24	-	PFAM	Peptidase S24-like	clade_2	#9FC095
0000001839	12_10	0000000012	c_000000000012	pathogenic	2: Non-secreted Toxin	N	non_pathogenic	-	-	-	-	-	-	ambiguous (phage/chromosome)	CM07_211_S182	CM07_211	PF07927.7	59.4	8e-17	YcfA	-	PFAM	YcfA-like protein	clade_2	#9FC095
0000001938	12_109	0000000012	c_000000000012	pathogenic	2: Non-secreted Toxin	N	non_pathogenic	-	-	-	-	-	-	ambiguous (phage/chromosome)	CM07_211_S182	CM07_211	PF04734.8	53.1	4.1e-15	Ceramidase_alk	-	PFAM	Neutral/alkaline non-lysosomal ceramidase	clade_2	#9FC095
0000002344	16_80	0000000016	c_000000000016	pathogenic	2: Non-secreted Toxin	N	pathogenic	2: Non-secreted Virulence factor	-	-	-	-	-	chromosome	CM07_211_S182	CM07_211	K03699_483	533.5	8.6e-161	tlyC	-	KEGG	putative hemolysin	clade_2	#9FC095
0000002425	17_54	0000000017	c_000000000017	pathogenic	2: Non-secreted Toxin	N	pathogenic	2: Non-secreted Virulence factor	-	-	-	-	-	chromosome	CM07_211_S182	CM07_211	PF13091.1	97.7	1.3e-28	PLDc_2	-	PFAM	PLD-like domain	clade_2	#9FC095
0000002442	17_71	0000000017	c_000000000017	pathogenic	2: Non-secreted Toxin	N	pathogenic	2: Non-secreted Virulence factor	-	-	-	-	-	chromosome	CM07_211_S182	CM07_211	PF07883.6	69.5	4.3e-20	Cupin_2	-	PFAM	Cupin domain	clade_2	#9FC095
0000002667	20_40	0000000020	c_000000000020	pathogenic	2: Non-secreted Toxin	N	unclassified	4: Potential Non-secreted Virulence factor	-	-	-	-	-	chromosome	CM07_211_S182	CM07_211	PF02742.10	62.1	9.4e-18	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain	clade_2	#9FC095
0000002764	21_52	0000000021	c_000000000021	pathogenic	2: Non-secreted Toxin	N	non_pathogenic	-	-	-	-	-	-	chromosome	CM07_211_S182	CM07_211	PF02452.12	100.7	1.7e-29	PemK	-	PFAM	PemK-like protein	clade_2	#9FC095
0000002847	22_58	0000000022	c_000000000022	pathogenic	2: Non-secreted Toxin	N	unclassified	4: Potential Non-secreted Virulence factor	-	-	-	-	-	chromosome	CM07_211_S182	CM07_211	PF13950.1	81.7	8.7e-24	Epimerase_Csub	-	PFAM	UDP-glucose 4-epimerase C-term subunit	clade_2	#9FC095
0000002859	22_70	0000000022	c_000000000022	pathogenic	2: Non-secreted Toxin	N	unclassified	4: Potential Non-secreted Virulence factor	-	-	-	-	-	chromosome	CM07_211_S182	CM07_211	PF01636.18	52	2.6e-14	APH	-	PFAM	Phosphotransferase enzyme family	clade_2	#9FC095
0000002881	23_17	0000000023	c_000000000023	pathogenic	2: Non-secreted Toxin	N	pathogenic	2: Non-secreted Virulence factor	-	-	-	-	-	chromosome	CM07_211_S182	CM07_211	PF07883.6	62.8	5e-18	Cupin_2	-	PFAM	Cupin domain	clade_2	#9FC095
0000003064	25_53	0000000025	c_000000000025	pathogenic	2: Non-secreted Toxin	N	non_pathogenic	-	-	-	-	-	-	chromosome	CM07_211_S182	CM07_211	PF13958.1	120.9	1.3e-35	ToxN_toxin	-	PFAM	Toxin ToxN, type III toxin-antitoxin system	clade_2	#9FC095
0000003083	26_2	0000000026	c_000000000026	pathogenic	2: Non-secreted Toxin	N	non_pathogenic	-	-	-	-	-	-	chromosome	CM07_211_S182	CM07_211	PF00881.19	103.5	3.3e-30	Nitroreductase	-	PFAM	Nitroreductase family	clade_2	#9FC095
0000003244	28_15	0000000028	c_000000000028	pathogenic	2: Non-secreted Toxin	N	unclassified	4: Potential Non-secreted Virulence factor	-	-	-	-	-	chromosome	CM07_211_S182	CM07_211	PF00881.19	114	1.9999999999999998e-33	Nitroreductase	-	PFAM	Nitroreductase family	clade_2	#9FC095
0000003259	28_30	0000000028	c_000000000028	pathogenic	2: Non-secreted Toxin	N	unclassified	4: Potential Non-secreted Virulence factor	-	-	-	-	-	chromosome	CM07_211_S182	CM07_211	PF01636.18	75	2.5e-21	APH	-	PFAM	Phosphotransferase enzyme family	clade_2	#9FC095
0000003328	29_31	0000000029	c_000000000029	pathogenic	2: Non-secreted Toxin	N	unclassified	4: Potential Non-secreted Virulence factor	-	-	-	-	-	chromosome	CM07_211_S182	CM07_211	PF00881.19	84.5	2.2999999999999994e-24	Nitroreductase	-	PFAM	Nitroreductase family	clade_2	#9FC095
0000003391	30_34	0000000030	c_000000000030	pathogenic	2: Non-secreted Toxin	N	non_pathogenic	-	-	-	-	-	-	chromosome	CM07_211_S182	CM07_211	PF04221.7	56.7	5e-16	RelB	-	PFAM	RelB antitoxin	clade_2	#9FC095
0000003581	34_16	0000000034	c_000000000034	pathogenic	2: Non-secreted Toxin	N	non_pathogenic	-	-	-	-	-	-	chromosome	CM07_211_S182	CM07_211	PF05193.16	92.2	9.999999999999999e-27	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain	clade_2	#9FC095
0000003582	34_17	0000000034	c_000000000034	pathogenic	2: Non-secreted Toxin	N	unclassified	4: Potential Non-secreted Virulence factor	-	-	-	-	-	chromosome	CM07_211_S182	CM07_211	PF00675.15	63.9	4.4e-18	Peptidase_M16	-	PFAM	Insulinase (Peptidase family M16)	clade_2	#9FC095
0000003582	34_17	0000000034	c_000000000034	pathogenic	2: Non-secreted Toxin	N	unclassified	4: Potential Non-secreted Virulence factor	-	-	-	-	-	chromosome	CM07_211_S182	CM07_211	PF05193.16	50.5	6.4e-14	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain	clade_2	#9FC095
0000003589	34_24	0000000034	c_000000000034	pathogenic	2: Non-secreted Toxin	N	unclassified	4: Potential Non-secreted Virulence factor	-	-	-	-	-	chromosome	CM07_211_S182	CM07_211	PF00881.19	107.1	2.4999999999999998e-31	Nitroreductase	-	PFAM	Nitroreductase family	clade_2	#9FC095
0000003603	34_38	0000000034	c_000000000034	pathogenic	2: Non-secreted Toxin	N	non_pathogenic	-	-	-	-	-	-	chromosome	CM07_211_S182	CM07_211	PF00717.18	58.8	1e-16	Peptidase_S24	-	PFAM	Peptidase S24-like	clade_2	#9FC095
0000003604	34_39	0000000034	c_000000000034	pathogenic	2: Non-secreted Toxin	N	unclassified	4: Potential Non-secreted Virulence factor	-	-	-	-	-	chromosome	CM07_211_S182	CM07_211	PF00717.18	54.8	1.7e-15	Peptidase_S24	-	PFAM	Peptidase S24-like	clade_2	#9FC095
0000003869	40_21	0000000040	c_000000000040	pathogenic	2: Non-secreted Toxin	N	pathogenic	2: Non-secreted Virulence factor	-	-	-	-	-	chromosome	CM07_211_S182	CM07_211	TIGR03605	121.5	6.799999999999999e-36	antibiot_sagB	-	TIGR	SagB-type dehydrogenase domain	clade_2	#9FC095
0000003902	41_13	0000000041	c_000000000041	pathogenic	2: Non-secreted Toxin	N	non_pathogenic	-	-	-	-	-	-	chromosome	CM07_211_S182	CM07_211	PF00881.19	103.9	2.5e-30	Nitroreductase	-	PFAM	Nitroreductase family	clade_2	#9FC095
0000004037	44_27	0000000044	c_000000000044	pathogenic	2: Non-secreted Toxin	N	non_pathogenic	-	-	-	-	-	-	chromosome	CM07_211_S182	CM07_211	PF13958.1	71.4	2.1e-20	ToxN_toxin	-	PFAM	Toxin ToxN, type III toxin-antitoxin system	clade_2	#9FC095
