ORF_ID	ORF	HMM_Name	Score	Significance_evalue	NAME	Alternative_name	Database	Description	genome_name
0000004000	103_12	PF14057.1	642.9	2.1999999999999998e-194	GGGtGRT	-	PFAM	GGGtGRT protein	GCA_024590065.1_ASM2459006v1_genomic
0000004321	114_96	K11060_3	53.8	3.1e-15	entB	-	KEGG	probable enterotoxin B	GCA_024590065.1_ASM2459006v1_genomic
0000004321	114_96	K11063_6	85.4	3.3e-25	tcdAB	-	KEGG	toxin A\/B	GCA_024590065.1_ASM2459006v1_genomic
0000004322	114_97	K11063_6	98.1	4.8e-29	tcdAB	-	KEGG	toxin A\/B	GCA_024590065.1_ASM2459006v1_genomic
0000004641	135_2	PF05105.7	72.5	6.7e-21	Phage_holin_4	-	PFAM	Holin family	GCA_024590065.1_ASM2459006v1_genomic
0000004641	135_2	TIGR01593	57.2	4.1e-16	holin_tox_secr	-	TIGR	toxin secretion/phage lysis holin	GCA_024590065.1_ASM2459006v1_genomic
0000004693	136_50	K03699_483	532.3	1.8999999999999996e-160	tlyC	-	KEGG	putative hemolysin	GCA_024590065.1_ASM2459006v1_genomic
0000000097	2_96	PF00717.18	55.6	8.7e-16	Peptidase_S24	-	PFAM	Peptidase S24-like	GCA_024590055.1_ASM2459005v1_genomic
0000000097	2_96	PF10502.4	47.2	4.3e-13	Peptidase_S26	-	PFAM	Signal peptidase, peptidase S26	GCA_024590055.1_ASM2459005v1_genomic
0000000107	2_106	PF04734.8	52.8	4.5e-15	Ceramidase_alk	-	PFAM	Neutral/alkaline non-lysosomal ceramidase	GCA_024590055.1_ASM2459005v1_genomic
0000000285	6_9	PF03837.9	107.6	1.5e-31	RecT	-	PFAM	RecT family	GCA_024590055.1_ASM2459005v1_genomic
0000000406	7_14	K11068_1278_95_625	201.4	2.7e-60	hlyIII	-	KEGG	hemolysin III	GCA_024590055.1_ASM2459005v1_genomic
0000000427	7_35	PF03372.18	94.7	2.5e-27	Exo_endo_phos	-	PFAM	Endonuclease/Exonuclease/phosphatase family	GCA_024590055.1_ASM2459005v1_genomic
0000000475	7_83	PF00903.20	60.9	3.4e-17	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	GCA_024590055.1_ASM2459005v1_genomic
0000000549	8_46	PF00881.19	80.3	3.9e-23	Nitroreductase	-	PFAM	Nitroreductase family	GCA_024590055.1_ASM2459005v1_genomic
0000000823	11_37	PF13091.1	95.8	4.600000000000001e-28	PLDc_2	-	PFAM	PLD-like domain	GCA_024590055.1_ASM2459005v1_genomic
0000000836	11_50	PF07883.6	55.7	7.6e-16	Cupin_2	-	PFAM	Cupin domain	GCA_024590055.1_ASM2459005v1_genomic
0000000840	11_54	PF07883.6	69.5	3.7e-20	Cupin_2	-	PFAM	Cupin domain	GCA_024590055.1_ASM2459005v1_genomic
0000000856	11_70	PF02452.12	102.3	4.8000000000000004e-30	PemK	-	PFAM	PemK-like protein	GCA_024590055.1_ASM2459005v1_genomic
0000000895	15_28	PF02452.12	82.8	5.3e-24	PemK	-	PFAM	PemK-like protein	GCA_024590055.1_ASM2459005v1_genomic
0000000972	16_31	PF07883.6	50.9	2.4e-14	Cupin_2	-	PFAM	Cupin domain	GCA_024590055.1_ASM2459005v1_genomic
0000001052	17_32	PF01636.18	73.5	6.3e-21	APH	-	PFAM	Phosphotransferase enzyme family	GCA_024590055.1_ASM2459005v1_genomic
0000001060	17_40	K03699_483	274.1	3.7999999999999996e-82	tlyC	-	KEGG	putative hemolysin	GCA_024590055.1_ASM2459005v1_genomic
0000001066	17_46	PF00881.19	114	1.7999999999999998e-33	Nitroreductase	-	PFAM	Nitroreductase family	GCA_024590055.1_ASM2459005v1_genomic
0000001097	17_77	PF00903.20	46.8	7.8e-13	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	GCA_024590055.1_ASM2459005v1_genomic
0000001263	17_243	PF05193.16	87	3.4e-25	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain	GCA_024590055.1_ASM2459005v1_genomic
0000001264	17_244	PF05193.16	51.6	2.5e-14	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain	GCA_024590055.1_ASM2459005v1_genomic
0000001264	17_244	PF00675.15	63.8	4.1e-18	Peptidase_M16	-	PFAM	Insulinase (Peptidase family M16)	GCA_024590055.1_ASM2459005v1_genomic
0000001271	17_251	PF00881.19	108.6	7.9e-32	Nitroreductase	-	PFAM	Nitroreductase family	GCA_024590055.1_ASM2459005v1_genomic
0000001286	17_266	PF00717.18	58.8	8.9e-17	Peptidase_S24	-	PFAM	Peptidase S24-like	GCA_024590055.1_ASM2459005v1_genomic
0000001287	17_267	PF00717.18	54.8	1.5e-15	Peptidase_S24	-	PFAM	Peptidase S24-like	GCA_024590055.1_ASM2459005v1_genomic
0000001344	17_324	PF07883.6	45.6	1.1e-12	Cupin_2	-	PFAM	Cupin domain	GCA_024590055.1_ASM2459005v1_genomic
0000001569	20_49	K10815_8	54.2	1.8e-15	hcnB	-	KEGG	hydrogen cyanide synthase HcnB [EC:1.4.99.5]	GCA_024590055.1_ASM2459005v1_genomic
0000001570	20_50	K10816_8	68	1.3e-19	hcnC	-	KEGG	hydrogen cyanide synthase HcnC [EC:1.4.99.5]	GCA_024590055.1_ASM2459005v1_genomic
0000001578	20_58	PF00717.18	49.4	7.5e-14	Peptidase_S24	-	PFAM	Peptidase S24-like	GCA_024590055.1_ASM2459005v1_genomic
0000001928	26_34	PF14057.1	642.9	2.0999999999999996e-194	GGGtGRT	-	PFAM	GGGtGRT protein	GCA_024590055.1_ASM2459005v1_genomic
0000002003	27_46	PF00717.18	41.4	2.3e-11	Peptidase_S24	-	PFAM	Peptidase S24-like	GCA_024590055.1_ASM2459005v1_genomic
0000002073	28_57	PF03837.9	213.9	3.9000000000000004e-64	RecT	-	PFAM	RecT family	GCA_024590055.1_ASM2459005v1_genomic
0000002085	28_69	PF00717.18	58.6	1e-16	Peptidase_S24	-	PFAM	Peptidase S24-like	GCA_024590055.1_ASM2459005v1_genomic
0000002277	28_261	PF07927.7	60	4.4e-17	YcfA	-	PFAM	YcfA-like protein	GCA_024590055.1_ASM2459005v1_genomic
0000002358	28_342	PF07883.6	42.2	1.2e-11	Cupin_2	-	PFAM	Cupin domain	GCA_024590055.1_ASM2459005v1_genomic
0000002424	29_54	PF05105.7	74.1	2.1e-21	Phage_holin_4	-	PFAM	Holin family	GCA_024590055.1_ASM2459005v1_genomic
0000002424	29_54	TIGR01593	57.2	3.8e-16	holin_tox_secr	-	TIGR	toxin secretion/phage lysis holin	GCA_024590055.1_ASM2459005v1_genomic
0000002448	30_23	PF07927.7	60.3	3.7e-17	YcfA	-	PFAM	YcfA-like protein	GCA_024590055.1_ASM2459005v1_genomic
0000002476	30_51	PF00717.18	53.5	3.9e-15	Peptidase_S24	-	PFAM	Peptidase S24-like	GCA_024590055.1_ASM2459005v1_genomic
0000002532	31_37	K11063_6	101	5.8000000000000005e-30	tcdAB	-	KEGG	toxin A\/B	GCA_024590055.1_ASM2459005v1_genomic
0000002622	34_7	PF01636.18	52.2	2e-14	APH	-	PFAM	Phosphotransferase enzyme family	GCA_024590055.1_ASM2459005v1_genomic
0000002634	34_19	PF13950.1	81.7	7.599999999999999e-24	Epimerase_Csub	-	PFAM	UDP-glucose 4-epimerase C-term subunit	GCA_024590055.1_ASM2459005v1_genomic
0000002931	39_151	K11062_2	50.2	3.2e-14	entD	-	KEGG	probable enterotoxin D	GCA_024590055.1_ASM2459005v1_genomic
0000003070	41_17	PF07883.6	62.8	4.5e-18	Cupin_2	-	PFAM	Cupin domain	GCA_024590055.1_ASM2459005v1_genomic
0000003245	50_51	PF00903.20	47.8	3.7e-13	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	GCA_024590055.1_ASM2459005v1_genomic
0000003323	50_129	K03699_483	530.6	5.499999999999999e-160	tlyC	-	KEGG	putative hemolysin	GCA_024590055.1_ASM2459005v1_genomic
0000003586	61_87	PF00881.19	103.9	2.2000000000000002e-30	Nitroreductase	-	PFAM	Nitroreductase family	GCA_024590055.1_ASM2459005v1_genomic
0000003698	61_199	PF01325.14	46.5	7.6e-13	Fe_dep_repress	-	PFAM	Iron dependent repressor, N-terminal DNA binding domain	GCA_024590055.1_ASM2459005v1_genomic
0000003698	61_199	PF02742.10	61.5	1.3e-17	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain	GCA_024590055.1_ASM2459005v1_genomic
0000003724	72_3	K11063_6	78.9	2.8000000000000003e-23	tcdAB	-	KEGG	toxin A\/B	GCA_024590055.1_ASM2459005v1_genomic
0000003725	72_4	K11060_3	53.7	3e-15	entB	-	KEGG	probable enterotoxin B	GCA_024590055.1_ASM2459005v1_genomic
0000003725	72_4	K11063_6	85	3.9999999999999997e-25	tcdAB	-	KEGG	toxin A\/B	GCA_024590055.1_ASM2459005v1_genomic
0000003867	72_146	PF13958.1	120.2	1.7999999999999998e-35	ToxN_toxin	-	PFAM	Toxin ToxN, type III toxin-antitoxin system	GCA_024590055.1_ASM2459005v1_genomic
0000004000	81_66	PF00881.19	103.5	2.9000000000000002e-30	Nitroreductase	-	PFAM	Nitroreductase family	GCA_024590055.1_ASM2459005v1_genomic
0000004001	81_67	PF00903.20	47.7	4.2e-13	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	GCA_024590055.1_ASM2459005v1_genomic
0000004124	84_2	TIGR01593	56.3	7e-16	holin_tox_secr	-	TIGR	toxin secretion/phage lysis holin	GCA_024590055.1_ASM2459005v1_genomic
0000004124	84_2	PF05105.7	74.3	1.8e-21	Phage_holin_4	-	PFAM	Holin family	GCA_024590055.1_ASM2459005v1_genomic
0000004271	87_143	PF00881.19	84.8	1.5999999999999999e-24	Nitroreductase	-	PFAM	Nitroreductase family	GCA_024590055.1_ASM2459005v1_genomic
0000000018	2_7	K11063_6	78.9	2.6e-23	tcdAB	-	KEGG	toxin A\/B	GCA_024590035.1_ASM2459003v1_genomic
0000000020	2_9	K11060_3	54	2.3e-15	entB	-	KEGG	probable enterotoxin B	GCA_024590035.1_ASM2459003v1_genomic
0000000020	2_9	K11063_6	80.6	8.199999999999999e-24	tcdAB	-	KEGG	toxin A\/B	GCA_024590035.1_ASM2459003v1_genomic
0000000052	7_3	PF01636.18	75.1	1.8e-21	APH	-	PFAM	Phosphotransferase enzyme family	GCA_024590035.1_ASM2459003v1_genomic
0000000090	11_16	PF00881.19	84.8	1.4999999999999998e-24	Nitroreductase	-	PFAM	Nitroreductase family	GCA_024590035.1_ASM2459003v1_genomic
0000000278	26_5	TIGR01593	58.1	1.8e-16	holin_tox_secr	-	TIGR	toxin secretion/phage lysis holin	GCA_024590035.1_ASM2459003v1_genomic
0000000278	26_5	PF05105.7	74.3	1.7e-21	Phage_holin_4	-	PFAM	Holin family	GCA_024590035.1_ASM2459003v1_genomic
0000000325	33_31	PF07883.6	48.8	1e-13	Cupin_2	-	PFAM	Cupin domain	GCA_024590035.1_ASM2459003v1_genomic
0000000496	50_30	PF01325.14	46.5	7.1e-13	Fe_dep_repress	-	PFAM	Iron dependent repressor, N-terminal DNA binding domain	GCA_024590035.1_ASM2459003v1_genomic
0000000496	50_30	PF02742.10	61.5	1.2e-17	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain	GCA_024590035.1_ASM2459003v1_genomic
0000000615	56_7	PF04734.8	53.7	2.3e-15	Ceramidase_alk	-	PFAM	Neutral/alkaline non-lysosomal ceramidase	GCA_024590035.1_ASM2459003v1_genomic
0000000697	57_30	PF00903.20	60.9	3.1e-17	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	GCA_024590035.1_ASM2459003v1_genomic
0000000821	59_30	PF00881.19	103.9	2.1000000000000002e-30	Nitroreductase	-	PFAM	Nitroreductase family	GCA_024590035.1_ASM2459003v1_genomic
0000000894	60_49	PF00881.19	80.3	3.6e-23	Nitroreductase	-	PFAM	Nitroreductase family	GCA_024590035.1_ASM2459003v1_genomic
0000001109	65_5	PF05193.16	87	3.1999999999999997e-25	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain	GCA_024590035.1_ASM2459003v1_genomic
0000001110	65_6	PF00675.15	63.9	3.8e-18	Peptidase_M16	-	PFAM	Insulinase (Peptidase family M16)	GCA_024590035.1_ASM2459003v1_genomic
0000001110	65_6	PF05193.16	48.7	1.9e-13	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain	GCA_024590035.1_ASM2459003v1_genomic
0000001117	65_13	PF00881.19	108.6	7.299999999999999e-32	Nitroreductase	-	PFAM	Nitroreductase family	GCA_024590035.1_ASM2459003v1_genomic
0000001129	65_25	PF00903.20	41.1	4.1e-11	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	GCA_024590035.1_ASM2459003v1_genomic
0000001146	65_42	K11060_3	49.1	6.9e-14	entB	-	KEGG	probable enterotoxin B	GCA_024590035.1_ASM2459003v1_genomic
0000001153	65_49	K11060_3	44.3	2e-12	entB	-	KEGG	probable enterotoxin B	GCA_024590035.1_ASM2459003v1_genomic
0000001248	68_24	PF13091.1	95.8	4.3e-28	PLDc_2	-	PFAM	PLD-like domain	GCA_024590035.1_ASM2459003v1_genomic
0000001262	68_38	PF07883.6	56.7	3.4e-16	Cupin_2	-	PFAM	Cupin domain	GCA_024590035.1_ASM2459003v1_genomic
0000001266	68_42	PF07883.6	69.6	3.3e-20	Cupin_2	-	PFAM	Cupin domain	GCA_024590035.1_ASM2459003v1_genomic
0000001312	69_34	PF14057.1	642.9	1.8999999999999998e-194	GGGtGRT	-	PFAM	GGGtGRT protein	GCA_024590035.1_ASM2459003v1_genomic
0000001470	73_45	PF02452.12	81.6	1.2e-23	PemK	-	PFAM	PemK-like protein	GCA_024590035.1_ASM2459003v1_genomic
0000001561	75_34	K10815_8	54.4	1.6e-15	hcnB	-	KEGG	hydrogen cyanide synthase HcnB [EC:1.4.99.5]	GCA_024590035.1_ASM2459003v1_genomic
0000001562	75_35	K10816_8	68.9	6.7e-20	hcnC	-	KEGG	hydrogen cyanide synthase HcnC [EC:1.4.99.5]	GCA_024590035.1_ASM2459003v1_genomic
0000001570	75_43	PF00717.18	49.4	7e-14	Peptidase_S24	-	PFAM	Peptidase S24-like	GCA_024590035.1_ASM2459003v1_genomic
0000001643	76_66	PF07883.6	42.2	1.1e-11	Cupin_2	-	PFAM	Cupin domain	GCA_024590035.1_ASM2459003v1_genomic
0000001708	77_11	PF03372.18	93.8	4.4000000000000005e-27	Exo_endo_phos	-	PFAM	Endonuclease/Exonuclease/phosphatase family	GCA_024590035.1_ASM2459003v1_genomic
0000001729	77_32	K11068_1278_95_625	201.4	2.5e-60	hlyIII	-	KEGG	hemolysin III	GCA_024590035.1_ASM2459003v1_genomic
0000001820	79_36	K11063_6	97.8	5.3e-29	tcdAB	-	KEGG	toxin A\/B	GCA_024590035.1_ASM2459003v1_genomic
0000001872	80_44	PF00717.18	56.7	3.9e-16	Peptidase_S24	-	PFAM	Peptidase S24-like	GCA_024590035.1_ASM2459003v1_genomic
0000001897	81_9	PF01636.18	73.5	5.8e-21	APH	-	PFAM	Phosphotransferase enzyme family	GCA_024590035.1_ASM2459003v1_genomic
0000001905	81_17	K03699_483	274.1	3.6e-82	tlyC	-	KEGG	putative hemolysin	GCA_024590035.1_ASM2459003v1_genomic
0000001911	81_23	PF00881.19	114	1.7e-33	Nitroreductase	-	PFAM	Nitroreductase family	GCA_024590035.1_ASM2459003v1_genomic
0000002057	84_38	PF00717.18	54.8	1.4e-15	Peptidase_S24	-	PFAM	Peptidase S24-like	GCA_024590035.1_ASM2459003v1_genomic
0000002058	84_39	PF00717.18	58.8	8.3e-17	Peptidase_S24	-	PFAM	Peptidase S24-like	GCA_024590035.1_ASM2459003v1_genomic
0000002320	89_16	PF13950.1	81.7	7.1e-24	Epimerase_Csub	-	PFAM	UDP-glucose 4-epimerase C-term subunit	GCA_024590035.1_ASM2459003v1_genomic
0000002332	89_28	PF01636.18	52.2	1.9e-14	APH	-	PFAM	Phosphotransferase enzyme family	GCA_024590035.1_ASM2459003v1_genomic
0000003055	109_11	PF00903.20	47.8	3.5e-13	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	GCA_024590035.1_ASM2459003v1_genomic
0000003132	109_88	K03699_483	530.6	5.1999999999999994e-160	tlyC	-	KEGG	putative hemolysin	GCA_024590035.1_ASM2459003v1_genomic
0000003170	110_18	PF07883.6	62.8	4.1e-18	Cupin_2	-	PFAM	Cupin domain	GCA_024590035.1_ASM2459003v1_genomic
0000003198	112_2	PF07927.7	60	4.1e-17	YcfA	-	PFAM	YcfA-like protein	GCA_024590035.1_ASM2459003v1_genomic
0000003225	113_12	PF02452.12	101.3	8.900000000000001e-30	PemK	-	PFAM	PemK-like protein	GCA_024590035.1_ASM2459003v1_genomic
0000003289	116_1	PF00717.18	57.5	2e-16	Peptidase_S24	-	PFAM	Peptidase S24-like	GCA_024590035.1_ASM2459003v1_genomic
0000003320	117_11	PF00903.20	46.8	7.3e-13	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	GCA_024590035.1_ASM2459003v1_genomic
0000003433	120_56	PF13958.1	120.2	1.6999999999999999e-35	ToxN_toxin	-	PFAM	Toxin ToxN, type III toxin-antitoxin system	GCA_024590035.1_ASM2459003v1_genomic
0000003564	124_19	PF07883.6	45.6	1e-12	Cupin_2	-	PFAM	Cupin domain	GCA_024590035.1_ASM2459003v1_genomic
0000003698	131_27	PF00903.20	47.7	3.9e-13	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	GCA_024590035.1_ASM2459003v1_genomic
0000003699	131_28	PF00881.19	103.5	2.7000000000000002e-30	Nitroreductase	-	PFAM	Nitroreductase family	GCA_024590035.1_ASM2459003v1_genomic
0000004069	148_5	PF02452.12	102.3	4.5000000000000004e-30	PemK	-	PFAM	PemK-like protein	GCA_024590035.1_ASM2459003v1_genomic
0000000007	1_7	PF07927.7	59.4	7.5e-17	YcfA	-	PFAM	YcfA-like protein	GCA_024590015.1_ASM2459001v1_genomic
0000000010	1_10	PF05105.7	74.4	1.7e-21	Phage_holin_4	-	PFAM	Holin family	GCA_024590015.1_ASM2459001v1_genomic
0000000010	1_10	TIGR01593	57.9	2.4e-16	holin_tox_secr	-	TIGR	toxin secretion/phage lysis holin	GCA_024590015.1_ASM2459001v1_genomic
0000000154	1_154	K03699_483	530.6	5.899999999999999e-160	tlyC	-	KEGG	putative hemolysin	GCA_024590015.1_ASM2459001v1_genomic
0000000269	2_108	PF00903.20	46.8	8.3e-13	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	GCA_024590015.1_ASM2459001v1_genomic
0000000273	2_112	PF02452.12	90.1	3.1e-26	PemK	-	PFAM	PemK-like protein	GCA_024590015.1_ASM2459001v1_genomic
0000000274	2_113	PF02452.12	101	1.2e-29	PemK	-	PFAM	PemK-like protein	GCA_024590015.1_ASM2459001v1_genomic
0000000306	3_11	PF00881.19	80.3	4.2e-23	Nitroreductase	-	PFAM	Nitroreductase family	GCA_024590015.1_ASM2459001v1_genomic
0000000521	5_108	K10815_8	54.3	1.9e-15	hcnB	-	KEGG	hydrogen cyanide synthase HcnB [EC:1.4.99.5]	GCA_024590015.1_ASM2459001v1_genomic
0000000522	5_109	K10816_8	67.3	2.4e-19	hcnC	-	KEGG	hydrogen cyanide synthase HcnC [EC:1.4.99.5]	GCA_024590015.1_ASM2459001v1_genomic
0000000530	5_117	PF00717.18	49.4	8e-14	Peptidase_S24	-	PFAM	Peptidase S24-like	GCA_024590015.1_ASM2459001v1_genomic
0000000568	6_30	PF07883.6	45.6	1.1e-12	Cupin_2	-	PFAM	Cupin domain	GCA_024590015.1_ASM2459001v1_genomic
0000000624	6_86	PF00717.18	54.8	1.6e-15	Peptidase_S24	-	PFAM	Peptidase S24-like	GCA_024590015.1_ASM2459001v1_genomic
0000000625	6_87	PF00717.18	58.8	9.5e-17	Peptidase_S24	-	PFAM	Peptidase S24-like	GCA_024590015.1_ASM2459001v1_genomic
0000000640	6_102	PF00881.19	108.6	8.4e-32	Nitroreductase	-	PFAM	Nitroreductase family	GCA_024590015.1_ASM2459001v1_genomic
0000000647	6_109	PF05193.16	48.7	2.1e-13	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain	GCA_024590015.1_ASM2459001v1_genomic
0000000647	6_109	PF00675.15	63.9	4.3e-18	Peptidase_M16	-	PFAM	Insulinase (Peptidase family M16)	GCA_024590015.1_ASM2459001v1_genomic
0000000648	6_110	PF05193.16	87	3.6e-25	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain	GCA_024590015.1_ASM2459001v1_genomic
0000000692	16_29	PF00903.20	60.9	3.6e-17	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	GCA_024590015.1_ASM2459001v1_genomic
0000000740	16_77	PF03372.18	94.7	2.6e-27	Exo_endo_phos	-	PFAM	Endonuclease/Exonuclease/phosphatase family	GCA_024590015.1_ASM2459001v1_genomic
0000000759	16_96	K11068_1278_95_625	199.4	1.2e-59	hlyIII	-	KEGG	hemolysin III	GCA_024590015.1_ASM2459001v1_genomic
0000000826	17_54	PF13958.1	124.5	9.3e-37	ToxN_toxin	-	PFAM	Toxin ToxN, type III toxin-antitoxin system	GCA_024590015.1_ASM2459001v1_genomic
0000000885	18_5	PF01636.18	75	2.3e-21	APH	-	PFAM	Phosphotransferase enzyme family	GCA_024590015.1_ASM2459001v1_genomic
0000000893	18_13	K03699_483	274.1	4.1e-82	tlyC	-	KEGG	putative hemolysin	GCA_024590015.1_ASM2459001v1_genomic
0000000899	18_19	PF00881.19	114	1.9e-33	Nitroreductase	-	PFAM	Nitroreductase family	GCA_024590015.1_ASM2459001v1_genomic
0000001109	20_42	PF04734.8	53.7	2.6e-15	Ceramidase_alk	-	PFAM	Neutral/alkaline non-lysosomal ceramidase	GCA_024590015.1_ASM2459001v1_genomic
0000001119	20_52	PF10502.4	47.2	4.6e-13	Peptidase_S26	-	PFAM	Signal peptidase, peptidase S26	GCA_024590015.1_ASM2459001v1_genomic
0000001119	20_52	PF00717.18	55.6	9.3e-16	Peptidase_S24	-	PFAM	Peptidase S24-like	GCA_024590015.1_ASM2459001v1_genomic
0000001205	21_50	PF02452.12	94.3	1.5e-27	PemK	-	PFAM	PemK-like protein	GCA_024590015.1_ASM2459001v1_genomic
0000001208	21_53	PF01325.14	51.7	1.9e-14	Fe_dep_repress	-	PFAM	Iron dependent repressor, N-terminal DNA binding domain	GCA_024590015.1_ASM2459001v1_genomic
0000001341	21_186	PF00903.20	47.8	4e-13	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	GCA_024590015.1_ASM2459001v1_genomic
0000001526	22_82	PF02742.10	42.5	1.2e-11	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain	GCA_024590015.1_ASM2459001v1_genomic
0000001949	28_7	K11063_6	78.9	3e-23	tcdAB	-	KEGG	toxin A\/B	GCA_024590015.1_ASM2459001v1_genomic
0000001950	28_8	K11063_6	85	4.3e-25	tcdAB	-	KEGG	toxin A\/B	GCA_024590015.1_ASM2459001v1_genomic
0000001950	28_8	K11060_3	53.7	3.2e-15	entB	-	KEGG	probable enterotoxin B	GCA_024590015.1_ASM2459001v1_genomic
0000002164	30_57	PF03837.9	107.6	1.5e-31	RecT	-	PFAM	RecT family	GCA_024590015.1_ASM2459001v1_genomic
0000002324	32_48	PF00881.19	103.5	3.1000000000000003e-30	Nitroreductase	-	PFAM	Nitroreductase family	GCA_024590015.1_ASM2459001v1_genomic
0000002325	32_49	PF00903.20	45.6	2e-12	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	GCA_024590015.1_ASM2459001v1_genomic
0000002579	34_54	PF07883.6	42.2	1.3e-11	Cupin_2	-	PFAM	Cupin domain	GCA_024590015.1_ASM2459001v1_genomic
0000002650	35_60	PF02742.10	43.8	4.7e-12	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain	GCA_024590015.1_ASM2459001v1_genomic
0000002690	36_40	PF00881.19	84.8	1.7e-24	Nitroreductase	-	PFAM	Nitroreductase family	GCA_024590015.1_ASM2459001v1_genomic
0000002853	39_8	PF00881.19	98	1.5000000000000002e-28	Nitroreductase	-	PFAM	Nitroreductase family	GCA_024590015.1_ASM2459001v1_genomic
0000002872	39_27	PF07927.7	60	4.7e-17	YcfA	-	PFAM	YcfA-like protein	GCA_024590015.1_ASM2459001v1_genomic
0000003065	43_9	PF02452.12	102.3	5.1000000000000004e-30	PemK	-	PFAM	PemK-like protein	GCA_024590015.1_ASM2459001v1_genomic
0000003101	43_45	PF13958.1	127.7	9.599999999999999e-38	ToxN_toxin	-	PFAM	Toxin ToxN, type III toxin-antitoxin system	GCA_024590015.1_ASM2459001v1_genomic
0000003146	43_90	PF02452.12	71.6	1.7e-20	PemK	-	PFAM	PemK-like protein	GCA_024590015.1_ASM2459001v1_genomic
0000003168	43_112	PF07883.6	69.5	4e-20	Cupin_2	-	PFAM	Cupin domain	GCA_024590015.1_ASM2459001v1_genomic
0000003172	43_116	PF07883.6	55.7	8.1e-16	Cupin_2	-	PFAM	Cupin domain	GCA_024590015.1_ASM2459001v1_genomic
0000003186	43_130	PF13091.1	95.8	4.9e-28	PLDc_2	-	PFAM	PLD-like domain	GCA_024590015.1_ASM2459001v1_genomic
0000003267	44_30	PF14057.1	642.9	2.1999999999999998e-194	GGGtGRT	-	PFAM	GGGtGRT protein	GCA_024590015.1_ASM2459001v1_genomic
0000003320	45_21	PF00717.18	55.1	1.4e-15	Peptidase_S24	-	PFAM	Peptidase S24-like	GCA_024590015.1_ASM2459001v1_genomic
0000003344	45_45	PF07927.7	60.3	3.9e-17	YcfA	-	PFAM	YcfA-like protein	GCA_024590015.1_ASM2459001v1_genomic
0000003495	48_48	K11060_3	44	2.9e-12	entB	-	KEGG	probable enterotoxin B	GCA_024590015.1_ASM2459001v1_genomic
0000003540	50_7	PF01636.18	52.2	2.1e-14	APH	-	PFAM	Phosphotransferase enzyme family	GCA_024590015.1_ASM2459001v1_genomic
0000003552	50_19	PF13950.1	81.7	8.1e-24	Epimerase_Csub	-	PFAM	UDP-glucose 4-epimerase C-term subunit	GCA_024590015.1_ASM2459001v1_genomic
0000003774	54_128	PF02452.12	100.7	1.5999999999999999e-29	PemK	-	PFAM	PemK-like protein	GCA_024590015.1_ASM2459001v1_genomic
0000003777	54_131	PF02742.10	45	2e-12	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain	GCA_024590015.1_ASM2459001v1_genomic
0000003777	54_131	PF01325.14	40	8.3e-11	Fe_dep_repress	-	PFAM	Iron dependent repressor, N-terminal DNA binding domain	GCA_024590015.1_ASM2459001v1_genomic
0000003791	54_145	PF02742.10	44	4.1e-12	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain	GCA_024590015.1_ASM2459001v1_genomic
0000003829	55_27	PF02742.10	61.5	1.4e-17	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain	GCA_024590015.1_ASM2459001v1_genomic
0000003829	55_27	PF01325.14	46.5	8.1e-13	Fe_dep_repress	-	PFAM	Iron dependent repressor, N-terminal DNA binding domain	GCA_024590015.1_ASM2459001v1_genomic
